profile,transaction_id,preferred_action,final_action,policy_override
Probability Maximizing,txn_007145,retry,retry,False
Probability Maximizing,txn_002914,payment_link,payment_link,False
Probability Maximizing,txn_009872,retry,retry,False
Probability Maximizing,txn_009894,retry,reminder,True
Probability Maximizing,txn_002076,retry,retry,False
Probability Maximizing,txn_004303,payment_link,reminder,True
Probability Maximizing,txn_005823,payment_link,payment_link,False
Probability Maximizing,txn_002150,reminder,reminder,False
Probability Maximizing,txn_000145,retry,retry,False
Probability Maximizing,txn_004964,retry,payment_link,True
Probability Maximizing,txn_008160,reminder,reminder,False
Probability Maximizing,txn_009031,payment_link,reminder,True
Probability Maximizing,txn_004776,payment_link,payment_link,False
Probability Maximizing,txn_008934,reminder,reminder,False
Probability Maximizing,txn_007750,reminder,reminder,False
Probability Maximizing,txn_009829,reminder,reminder,False
Probability Maximizing,txn_009215,reminder,reminder,False
Probability Maximizing,txn_006061,retry,retry,False
Probability Maximizing,txn_009476,retry,retry,False
Probability Maximizing,txn_006410,payment_link,payment_link,False
Probability Maximizing,txn_003318,payment_link,retry,True
Probability Maximizing,txn_007465,retry,retry,False
Probability Maximizing,txn_003062,payment_link,payment_link,False
Probability Maximizing,txn_001356,retry,payment_link,True
Probability Maximizing,txn_004515,retry,payment_link,True
Probability Maximizing,txn_005506,retry,retry,False
Probability Maximizing,txn_005251,retry,retry,False
Probability Maximizing,txn_004512,retry,payment_link,True
Probability Maximizing,txn_001731,reminder,reminder,False
Probability Maximizing,txn_001759,retry,payment_link,True
Probability Maximizing,txn_006651,payment_link,payment_link,False
Probability Maximizing,txn_006647,retry,payment_link,True
Probability Maximizing,txn_009861,reminder,reminder,False
Probability Maximizing,txn_004140,retry,retry,False
Probability Maximizing,txn_009394,reminder,reminder,False
Probability Maximizing,txn_005124,retry,payment_link,True
Probability Maximizing,txn_000001,retry,payment_link,True
Probability Maximizing,txn_001865,retry,payment_link,True
Probability Maximizing,txn_000544,retry,payment_link,True
Probability Maximizing,txn_000350,retry,retry,False
Probability Maximizing,txn_006907,retry,retry,False
Probability Maximizing,txn_009766,payment_link,payment_link,False
Probability Maximizing,txn_002524,payment_link,payment_link,False
Probability Maximizing,txn_003465,payment_link,payment_link,False
Probability Maximizing,txn_000458,retry,retry,False
Probability Maximizing,txn_003024,retry,reminder,True
Probability Maximizing,txn_007262,retry,payment_link,True
Probability Maximizing,txn_009516,retry,payment_link,True
Probability Maximizing,txn_007873,payment_link,payment_link,False
Probability Maximizing,txn_006626,retry,reminder,True
Probability Maximizing,txn_002535,retry,retry,False
Probability Maximizing,txn_000132,reminder,reminder,False
Probability Maximizing,txn_003705,reminder,reminder,False
Probability Maximizing,txn_001373,retry,payment_link,True
Probability Maximizing,txn_006201,payment_link,payment_link,False
Probability Maximizing,txn_004857,retry,reminder,True
Probability Maximizing,txn_004713,retry,payment_link,True
Probability Maximizing,txn_005545,retry,payment_link,True
Probability Maximizing,txn_001414,retry,retry,False
Probability Maximizing,txn_004114,reminder,reminder,False
Probability Maximizing,txn_000656,retry,payment_link,True
Probability Maximizing,txn_008138,retry,retry,False
Probability Maximizing,txn_004099,retry,retry,False
Probability Maximizing,txn_000593,reminder,reminder,False
Probability Maximizing,txn_008709,retry,retry,False
Probability Maximizing,txn_003124,retry,retry,False
Probability Maximizing,txn_003048,retry,payment_link,True
Probability Maximizing,txn_003888,retry,payment_link,True
Probability Maximizing,txn_005736,payment_link,payment_link,False
Probability Maximizing,txn_002185,retry,payment_link,True
Probability Maximizing,txn_002146,reminder,reminder,False
Probability Maximizing,txn_007048,payment_link,payment_link,False
Probability Maximizing,txn_003106,retry,reminder,True
Probability Maximizing,txn_009234,retry,payment_link,True
Probability Maximizing,txn_009097,retry,payment_link,True
Probability Maximizing,txn_002770,retry,payment_link,True
Probability Maximizing,txn_005222,payment_link,reminder,True
Probability Maximizing,txn_005834,retry,payment_link,True
Probability Maximizing,txn_001733,retry,payment_link,True
Probability Maximizing,txn_000266,retry,retry,False
Probability Maximizing,txn_005145,retry,retry,False
Probability Maximizing,txn_008268,retry,retry,False
Probability Maximizing,txn_003938,retry,retry,False
Probability Maximizing,txn_000762,retry,retry,False
Probability Maximizing,txn_007221,retry,reminder,True
Probability Maximizing,txn_008440,retry,retry,False
Probability Maximizing,txn_003258,payment_link,payment_link,False
Probability Maximizing,txn_004339,retry,retry,False
Probability Maximizing,txn_004363,retry,payment_link,True
Probability Maximizing,txn_000317,retry,retry,False
Probability Maximizing,txn_008070,retry,retry,False
Probability Maximizing,txn_001852,reminder,reminder,False
Probability Maximizing,txn_002485,retry,retry,False
Probability Maximizing,txn_009874,payment_link,payment_link,False
Probability Maximizing,txn_009575,retry,retry,False
Probability Maximizing,txn_001079,retry,payment_link,True
Probability Maximizing,txn_008359,payment_link,payment_link,False
Probability Maximizing,txn_007334,retry,payment_link,True
Probability Maximizing,txn_001072,retry,retry,False
Probability Maximizing,txn_000104,retry,retry,False
Probability Maximizing,txn_005749,retry,retry,False
Probability Maximizing,txn_001419,retry,retry,False
Probability Maximizing,txn_001659,retry,reminder,True
Probability Maximizing,txn_005285,retry,retry,False
Probability Maximizing,txn_001150,retry,retry,False
Probability Maximizing,txn_007151,reminder,reminder,False
Probability Maximizing,txn_001569,retry,reminder,True
Probability Maximizing,txn_001088,reminder,reminder,False
Probability Maximizing,txn_006086,retry,reminder,True
Probability Maximizing,txn_008675,reminder,reminder,False
Probability Maximizing,txn_008342,retry,retry,False
Probability Maximizing,txn_007812,retry,payment_link,True
Probability Maximizing,txn_006085,retry,payment_link,True
Probability Maximizing,txn_008774,retry,retry,False
Probability Maximizing,txn_008758,retry,payment_link,True
Probability Maximizing,txn_001693,reminder,reminder,False
Probability Maximizing,txn_004735,payment_link,payment_link,False
Probability Maximizing,txn_003388,retry,retry,False
Probability Maximizing,txn_003647,retry,payment_link,True
Probability Maximizing,txn_001684,payment_link,payment_link,False
Probability Maximizing,txn_000009,retry,payment_link,True
Probability Maximizing,txn_006063,reminder,reminder,False
Probability Maximizing,txn_006517,retry,payment_link,True
Probability Maximizing,txn_004124,retry,reminder,True
Probability Maximizing,txn_008730,reminder,reminder,False
Probability Maximizing,txn_006046,retry,payment_link,True
Probability Maximizing,txn_000568,retry,retry,False
Probability Maximizing,txn_009162,payment_link,payment_link,False
Probability Maximizing,txn_001804,reminder,reminder,False
Probability Maximizing,txn_008502,retry,payment_link,True
Probability Maximizing,txn_004901,payment_link,payment_link,False
Probability Maximizing,txn_001600,retry,payment_link,True
Probability Maximizing,txn_007932,retry,retry,False
Probability Maximizing,txn_009548,payment_link,payment_link,False
Probability Maximizing,txn_002824,reminder,reminder,False
Probability Maximizing,txn_005468,payment_link,reminder,True
Probability Maximizing,txn_003530,retry,retry,False
Probability Maximizing,txn_008684,reminder,reminder,False
Probability Maximizing,txn_001156,payment_link,payment_link,False
Probability Maximizing,txn_006548,retry,reminder,True
Probability Maximizing,txn_009089,retry,payment_link,True
Probability Maximizing,txn_007621,retry,payment_link,True
Probability Maximizing,txn_008297,retry,retry,False
Probability Maximizing,txn_004541,payment_link,payment_link,False
Probability Maximizing,txn_009135,reminder,reminder,False
Probability Maximizing,txn_006483,reminder,reminder,False
Probability Maximizing,txn_005827,reminder,reminder,False
Probability Maximizing,txn_001191,payment_link,payment_link,False
Probability Maximizing,txn_007445,retry,retry,False
Probability Maximizing,txn_008521,retry,payment_link,True
Probability Maximizing,txn_000961,retry,payment_link,True
Probability Maximizing,txn_007455,retry,payment_link,True
Probability Maximizing,txn_000037,retry,retry,False
Probability Maximizing,txn_007517,retry,retry,False
Probability Maximizing,txn_007645,retry,retry,False
Probability Maximizing,txn_004439,reminder,reminder,False
Probability Maximizing,txn_006162,retry,payment_link,True
Probability Maximizing,txn_007745,reminder,reminder,False
Probability Maximizing,txn_009588,retry,retry,False
Probability Maximizing,txn_008120,retry,retry,False
Probability Maximizing,txn_006968,retry,payment_link,True
Probability Maximizing,txn_005719,retry,payment_link,True
Probability Maximizing,txn_000578,retry,reminder,True
Probability Maximizing,txn_009834,payment_link,payment_link,False
Probability Maximizing,txn_004103,retry,payment_link,True
Probability Maximizing,txn_007647,retry,retry,False
Probability Maximizing,txn_004152,retry,reminder,True
Probability Maximizing,txn_003131,retry,payment_link,True
Probability Maximizing,txn_004891,reminder,reminder,False
Probability Maximizing,txn_009976,retry,payment_link,True
Probability Maximizing,txn_007472,retry,retry,False
Probability Maximizing,txn_001834,payment_link,payment_link,False
Probability Maximizing,txn_009149,retry,payment_link,True
Probability Maximizing,txn_004892,retry,retry,False
Probability Maximizing,txn_002288,payment_link,reminder,True
Probability Maximizing,txn_001331,payment_link,reminder,True
Probability Maximizing,txn_002772,retry,payment_link,True
Probability Maximizing,txn_003687,retry,payment_link,True
Probability Maximizing,txn_008284,payment_link,payment_link,False
Probability Maximizing,txn_005929,retry,payment_link,True
Probability Maximizing,txn_000638,reminder,reminder,False
Probability Maximizing,txn_000048,retry,retry,False
Probability Maximizing,txn_002603,reminder,reminder,False
Probability Maximizing,txn_001966,retry,payment_link,True
Probability Maximizing,txn_002169,retry,reminder,True
Probability Maximizing,txn_005050,retry,retry,False
Probability Maximizing,txn_003335,retry,retry,False
Probability Maximizing,txn_003020,reminder,reminder,False
Probability Maximizing,txn_008765,retry,retry,False
Probability Maximizing,txn_009177,retry,payment_link,True
Probability Maximizing,txn_001361,retry,retry,False
Probability Maximizing,txn_005799,retry,retry,False
Probability Maximizing,txn_009401,retry,payment_link,True
Probability Maximizing,txn_003252,reminder,reminder,False
Probability Maximizing,txn_006301,retry,payment_link,True
Probability Maximizing,txn_002252,payment_link,payment_link,False
Probability Maximizing,txn_006028,reminder,reminder,False
Probability Maximizing,txn_001176,payment_link,payment_link,False
Probability Maximizing,txn_008800,retry,retry,False
Probability Maximizing,txn_003280,payment_link,reminder,True
Probability Maximizing,txn_002974,reminder,reminder,False
Probability Maximizing,txn_003397,retry,retry,False
Probability Maximizing,txn_006940,payment_link,payment_link,False
Probability Maximizing,txn_000966,retry,payment_link,True
Probability Maximizing,txn_008575,retry,payment_link,True
Probability Maximizing,txn_000743,retry,payment_link,True
Probability Maximizing,txn_007515,reminder,reminder,False
Probability Maximizing,txn_003315,retry,payment_link,True
Probability Maximizing,txn_004899,payment_link,payment_link,False
Probability Maximizing,txn_009341,reminder,reminder,False
Probability Maximizing,txn_004673,payment_link,reminder,True
Probability Maximizing,txn_008619,reminder,reminder,False
Probability Maximizing,txn_001218,retry,reminder,True
Probability Maximizing,txn_004398,retry,payment_link,True
Probability Maximizing,txn_006081,payment_link,reminder,True
Probability Maximizing,txn_002615,retry,retry,False
Probability Maximizing,txn_002621,retry,payment_link,True
Probability Maximizing,txn_008715,retry,reminder,True
